wall_time_iso,elapsed_s,elapsed_hhmmss,mode,run_state,temp_s1_c,temp_s2_c,side_motor,top_motor_s1,top_motor_s2,message
2026-03-09T00:41:43,25.91,00:00:25,BOTH,RUNNING,36.411,36.618,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:44,26.92,00:00:26,BOTH,RUNNING,36.386,36.619,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:45,27.95,00:00:27,BOTH,RUNNING,36.483,36.703,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:47,29.00,00:00:29,BOTH,RUNNING,36.481,36.694,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:48,30.04,00:00:30,BOTH,RUNNING,36.554,36.727,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:49,31.08,00:00:31,BOTH,RUNNING,36.486,36.620,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:50,32.12,00:00:32,BOTH,RUNNING,36.412,36.734,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:51,33.19,00:00:33,BOTH,RUNNING,36.507,36.603,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:52,34.23,00:00:34,BOTH,RUNNING,36.458,36.597,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:53,35.30,00:00:35,BOTH,RUNNING,36.585,36.513,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:54,36.34,00:00:36,BOTH,RUNNING,36.527,36.489,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:55,37.40,00:00:37,BOTH,RUNNING,36.542,36.487,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:56,38.41,00:00:38,BOTH,RUNNING,36.600,36.391,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:57,39.44,00:00:39,BOTH,RUNNING,36.602,36.230,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:58,40.48,00:00:40,BOTH,RUNNING,36.596,36.350,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:41:59,41.50,00:00:41,BOTH,RUNNING,36.617,36.414,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:00,42.56,00:00:42,BOTH,RUNNING,36.654,36.469,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:01,43.61,00:00:43,BOTH,RUNNING,36.542,36.477,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:02,44.67,00:00:44,BOTH,RUNNING,36.421,36.476,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:03,45.71,00:00:45,BOTH,RUNNING,36.454,36.490,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:04,46.74,00:00:46,BOTH,RUNNING,36.465,36.524,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:05,47.79,00:00:47,BOTH,RUNNING,36.475,36.465,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:06,48.83,00:00:48,BOTH,RUNNING,36.386,36.578,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:07,49.85,00:00:49,BOTH,RUNNING,36.496,36.421,RUN,RUN,RUN,Test started (BOTH).
2026-03-09T00:42:08,50.89,00:00:50,BOTH,RUNNING,36.567,36.385,RUN,RUN,RUN,Test started (BOTH).
